Deity,Bhajan,Meaning
Shiva,"Jaya Jaya Jaya Jagadeesha Mahesha 
Jaya Jaya Hey Kailaasa Nivaasa 
Jaya Jaya Jaya Jagadeesha Mahesha 
Jaya Jaya Jaya Shiva Sai Mahesha 
Jaya Hey Shambo Sainatha 
Jaya Jaya Jaya Hey Anaathanatha","Victory to Thee, Lord of the Universe, Shiva!
Victory to the One living at Kailasa (mountain in Himalayas, the 
abode of Shiva). Victory to Lord Sainath. Victory to the One who is without beginning or end"
Shiva,"Jaya Jaya Shankara Hara Hara Shankara 
Hara Hara Shankara Mahadeva 
Hara Om Hara Om Hara Om Hara Om 
Hara Om Hara Om Sadashiva 
Aadi Kaarana Aananda Lola","Victory to Shankara, Hara Shankara (Shiva). Victory to the chief of Gods (Shiva).
Victory to You Oh Shiva, Oh Sadashiva - the One immersed in Bliss"
Shiva,"Jaya Partheesha Jaya Paramesha 
Jaya Gaureesha Jaya Gangadhara 
Jataa Dhara Jai Sai Shankara 
Vijayee Bhava Thava Charanam Dehi","Hail and victory to the supreme Lord of Puttaparthi, to the one
who bears the Ganges, Gauri's Lord, Shiva, Sai who is Shankara, 
whose hair supports the Ganges and whose feet confer victory. Please grace me as I worship Your Feet"
Shiva,"Jaya Sai Shankara Jaya Abhayankara 
Samba Sadaa Shiva Shiva Hararey Shiva Hararey Shiva Hararey 
Jaya Sai Shankara Jaya Abhayankara 
Jaya Gangaadhara Jaya Bimbaadhara 
Vyagraambaradhara Shiva Hararey Shiva Hararey Shiva Hararey","Glory to Sai who is Shiva, bestower of fearlessness, the
unchanging eternal Lord, bearer of the Ganges and the sacred moon, Shiva who wears a tiger skin."
Shiva,"Jayathu Shiva Natana Shiva 
Jaya Jagadeesha Mahesha Shiva 
Bhasma Vibhooshitha Baala Shashidhara 
Pingala Lochana Gangaa Mohana 
Pinaaka Vaibhava Sai Shankara","Victory to Shiva, the great cosmic dancer. Victory to the Lord
of Lords, the chief of Gods. Victory to the One whose body is 
smeared with sacred ash, the One who has the crescent shaped moon in his locks"
Shiva,"Kaalaatheethaaya Siddhiroopaaya Yogeshwaraaya Namo 
Jagaateethaaya Vishwaroopaaya Sayeeshwaraaya Namo 
Om Namah Shivaaya Shivaaya Namah Om (5)","We bow to the Lord of all Yogis, the eternal one beyond time,
the One with infinite power, who is beyond the world and who 
has the universe as his form. We bow to Lord Shiva, embodiment of Om."
Shiva,"Kailaasa Pathey Bhagawaan Shankara 
Sai Naathha Bhagawaan Shankara 
Patheetha Paavana Sai Dayaaghana 
Sai Naathha Bhagawaan Shankara 
Sai Naathha Bhagawaan 
Neelakanta Trishoola Dhara 
Gangaa Dhara Shankara Swami 
Sai Naathha Bhagawaan","O Lord Sai! Resident of Kailasha (wherever there's purity).
Compassionate and benevolent towards the fallen. O Blue-necked 
One! Holder of Trishool! Bearer of Ganga in Thy matted hair."
Shiva,"Kailaasa Pathey Karunaadhi Deva 
Karunaadhi Deva Sharanam Prabho 
Ganga Jatadhar Girijaapathey 
Shambhoo Shankara Sai Prabhoo","O Merciful, auspicious Shiva, who holds the Ganga in Thy matted hair, please I surrender to Theee."
Shiva,"Kailaasa Pathey Mahaadeva Shambo 
Hari Om Namashivaaya 
Hari Om Namashivaaya 
Jai Shiva Shankara Sai Shankara Om Namashivaaya 
Hey Thripuraari Bhava Bhayahaari Om Namashivaaya 
Jai Pralayankara Hara Hara Shankara Om Namashivaaya 
Om Namashivaaya Sai Om Namashivaaya 
Shivaaya Namah Om Namashivaaya","Oh Chief of Gods, Shiva - the Lord of mount Kailas! Sing the names of Lord Shiva.
Victory to Shiva, victory to Sai. You are the destroyer of the three worlds, You are the dispeller 
of fear (of the cycle of birth and death). Victory to Thee, who brings about the dissolution, Oh Lord Shiva"
Shiva,"Kailaasa Pathey Sai Karuna Nidhey 
Parvathi Pathey Pashu Pathey 
Shambhoo Shankar Shirdi Pathey 
Sai Parthi Pathey 
Gangaa Jata Dhar Gauri Pathey 
Shree Sathya Sayeeshwar Vishwa Pathey 
Aum Namah Shivaaya Namah Shivaaya","O Lord Sai, residing in Kailas, You hold Ganges in Thy
matted Hair. You are the treasure of compassion. You are the 
Lord of Shirdi and Parthi, Lord of entire creation."
Shiva,"Kripa Karo Shiva Shankara Raksha Karo Pralayankara 
Dayaa Karo Abhayankara 
Shirdipureeshwara Shankara, Parthipureeshwara Shankara 
Jaya Jagadeeshawara Shankara Jaya Parameshwara Shankara","O Lord Shiva, Thou hast come to this earth in the form of Sai
Baba of Shirdi and Sai Baba of Puttaparthi. Show me Thy Grace and 
take me under Your shelter and grant me fearlessness."
Shiva,"Lingodbhavakara Lingeshwara 
Partheeshwara Maam Pahi Prabho 
Paahi Prabho Maam Dehi Vibho","Creator and Lord of the Lingam, Lord of Parthi, protect me Lord, please give me liberation from the worldly existence."
Shiva,"Mahaadeva Shiva Sai Shankara 
Bholanaatha Sada Shiva Shankara 
Ardhanareeshwara Parthi Shankara 
Mahaadeva Shiva Sai Shankara 
Hara Hara Shankara Shiva Shiva Shankara 
Mahayogi Hara Gauri Shankara 
Jaya Jaya Hey Shiva Sai Shankara","Hey Maahadeva (chief of Gods), Shankara (Shiva), Hey Bholanath,
Sadashiva, Ardhanareeshwara (the One whose one half of the body 
is the female aspect of the God head), Hey Shiva of Parthi, 
Hey Hara (Shiva), the One who does great penance, Victory to Thee, Victory to Thee"
Shiva,"Mrityumjayaaya Namah Om 
Thrayambakaaya Namah Om 
Lingeshwaraaya Namah Om 
Sayeeshwaraaya Namah Om 
Om Namah Shivaaya Namah Om (4)","Bow to the one who has gained victory over death, Lord with three eyes, Lord of the Lingam, Lord Sai, Lord Shiva.
Chant the mantra 'Om Namah Shivaya'"
Shiva,"Namah Parvathi Pathaye Hara Hara 
Hara Hara Shankara Mahaadeva 
Hara Hara Hara Hara Mahaadeva 
Shiva Shiva Shiva Shiva Sada Shiva 
Mahaadeva Sadashiva 
Sadashiva Mahaadeva","Bow to Parvati's Lord, Shiva, Supreme Lord Shiva,
Bestower of Good and Destroyer of Evil, Unchanging Supreme Lord."
Shiva,"Namah Shivaaya Om Namah Shivaaya 
Rameshwara Rai Shiva Rameshwara Rai 
Hara Hara Bholey Naathha Namah Shivaya","Hail the Name of Shiva, Om Nama Shiva.
Glory to the Shiva of Rameshwaram . Hail the Name of Shiva"
Shiva,"Namo Namo Nataraja Namo Hara Jata Jhootadhara Shambho 
Namo Namo Nataraaja 
Paavana Brahmachaari 
Daanava Mada Samhaari 
Parthipuri Vihaari 
Paramadayaghana Shouri 
Namo Namo Nataraaja","Salutations to Thee, Hey supreme dancer (Nataraja), the One
having matted locks of hair. Salutations to Thee, the auspicious One, 
the destroyer of demons. Salutations to Thee, the One who frequents 
Puttaparthi, the One full of compassion. Salutations to You, Nataraja!"
Shiva,"Nandeeshwara Hey Nataraaja 
Nandaathmaja Hari Narayana 
Narayana Hari Narayana 
Narayana Sai Narayana 
Naaga Bharana Namah Shivaaya 
Naada Swaroopa Namo Namo 
Narayana Hari Narayana","Chant the many names of Lord: Nandiswara; Nataraja; Nandatmaja;
Hari ; Narayana; Sai; Shiva - wearing serpent on 
neck. I bow to Lord Shiva, who has adorned Himself with snake."
Shiva,"Nandi Vaahana Nataraaja Harey 
Indu Shekara Shivaraaja Harey 
Nandi Vaahana Nataraaja Hare 
Bandha Vimochana Hey Baba Harey 
Parthipureeshwara Shiva Sai Harey 
Sai Harey Sathya Sai Harey 
Baba Harey Sai Baba Harey","Glory to Shiva, Lord of the cosmic dance who rides the Nandi
bull; who bears the crescent moon, who liberates us from attachment, Lord of Puttaparti, Shiva himself"
Shiva,"Narthana Sundara Nataraaja 
Baala Sashidhara Hey Shiva Raaja ..(Narthana Sundara..) 
Gauri Manohara Gangaadhara 
Natana Nateshwara Bimbaadhara 
Neela Kanta Sadaa Shiva","Behold the handsome Nataraja dancing! He, Parvathi's consort
is dancing. He has a crescent moon on His head, a 
third eye between His eyebrows and a blue scar on his throat. Behold Him dancing"
Shiva,"Nataraaja Hey Thripuraari 
Jai Hey Jai Hey Shambhoo 
Nataraaja Hey Thripuraari 
Nandi Vaahana Nagaa Bharana 
Phaala Lochana Parama Shiva 
Pavana Charana Pahi Mahesha","O Cosmic Dancer! O Lord Tripurari! Victory to Thee who has the
sacred bull Nandi as His vehicle and serpent as His ornament. 
O Supreme Lord Shiva You have the spiritual wisdom eye on Your 
forehead. Thy Lotus Feet are sanctifying. Kindly grant us protection"
Shiva,"Nataraaja Namami Shankara 
Shivaraaja Shiva Shiva Shankara 
Nataraaja Namaami Shankara 
Shirdi Pureeshwara Shiva Shankara 
Parthipureeshwara Parameshwara 
Hrudayeshwara Sayeeshwara","I bow to Lord Shiva, Divine dancer; bestower of knowledge, Lord
of Puttaparti, supreme Lord, Lord of the heart, Lord Sai."
Shiva,"Nataraaja Nataraaja Narthana Sundara Nataraaja 
Shivaraaja Shivaraaja Shivakaami Priya Shivaraaja 
Chidambaresha Nataraaja 
Parthipureesha Shivaraaja","King of dance, beautiful dancer, beloved of Parvati, Lord who
danced at Chidambara, Lord of Puttaparti, Lord Shiva"
Shiva,"Om Namah Shivaaya 
Rama Rama Rama Ram 
Harey Harey Harey Harey 
Harey Rama Harey Harey 
Sai Rama Harey Harey","Praise the Name of Shiva, OM Shiva; Rama Rama Rama Glory to the Name of Rama;
Hail the Name of Rama; Sai Rama Glory Glory to You, Sai Rama"
Shiva,"Om Namah Shivaaya Shivaaya Namah Om 
Nandi Vaahana Namah Shivaaya 
Naada Lola Sai Namah Shivaaya","Glory to Shiva who rides the Nandi bull, Hear His melodious name, our beloved Sai."
Shiva,"Om Namah Shivaaya Shivaaya Namah Om 
Om Namah Shivaaya Shivaaya Namah Om 
Hara Hara Hara Hara Haraaya Namah Om 
Shiva Shiva Shiva Shiva Shivaaya Namah Om 
Hara Hara Mahaadeva (2X) 
Dhama Dhama Dhama Dhama Dhamaru Bhajey 
Dhimi Thaka Dhimi Thaka Mridanga Bhajey 
Hara Hara Mahaadeva (2X)","Glory to Shiva who is the embodiment of Pranava (Om) sound.
Let the drum beats begin; let the mridangam (percussion instrument) 
play for the Divine Dancer, Lord Shiva. Glory to You, Lord Shiva"
Shiva,"Om Shiva Om Shiva Paraathpara Shiva Omkara Shiva Thava Sharanam 
Eka Naathha Girijaapathi Shankara 
Mahaadeva Shiva Thava Sharanam 
Uma Ki Shankara Prajaa Ki Shankara 
Uma Maheshwara Thava Sharanam 
Gauri Shankara Shambho Shankara 
Samba Sada Shiva Thava Sharanam","I take refuge in the Lord Shiva Who is the supreme Lord,
the husband of Girija, Giver of prosperity and joy, the One, Master of all, 
the Great Lord - I take refuge in You. The Giver of prosperity to Uma and his subjects, 
the great Lord of Uma - I take refuge in You; Shiva, of Gauri, Who holds the River Ganga, the ever-existing Lord, 
I take refuge in You"
Shiva,"Om Shiva Shambho Jai Shiva Shambho 
Bhava Bhaya Haari Hey Thripuraari 
Om Shiva Shambho Jai Shiva Shambho 
Hey Girja Pathey Ganga Dhari 
Hara Hara Shambho Hey Shiva Shambho 
Samba Sada Shiva Sai Maheshwara","Victory to Lord : Shiva; Shambho; Tripurari (destroyer of three
cities); Girija Patey (Lord of Girja); Ganga Dhari (bearer of holy river 
Ganges); Shambha Sada Shiv and Sai Maheswara. Chanting the many 
names of Lord, destroys the fear of cycle of birth and death."
Shiva,"Om Shivaaya Om Shivaaya 
Shambho Shankara Om Shivaaya 
Shambho Shankara Om Shivaaya 
Shambho Shankara Om Shivaaya 
Om Shivaaya Om Shivaaya","Chant the mantra, "" Om Shivaya, Shambhoo Shankara Om Shivaya ""."
Shiva,"Paahi Paahi Parameshwara 
Jai Gauri Vara Sundara 
Paahi Paahi Parameshwara 
Dama Dama Dama Dama Damaruka Naada 
Dhimi Thaka Dhimi Thaka Natana Manohara 
Thaandava Shiva Shankara","This bhajan is sung to the dancing Form of Lord Shiva, asking for His Protection
Shiva is Lord of Gauri (Shakti). 
The singer is listening to the sound (dama) of Shiva's drum (damaru) 
and watching the slow dancing steps of Shiva (Manohaara, the One Who conquers the mind"
Shiva,"Parvathi Shankara Shankara 
Sai Parameshwara Shankara 
Parthipureesha Shankara 
Bhakthadheeshwara Sai Maheshwara 
Shirdipureeshwara Shankara 
Parvathi Shankara Girija Shankara 
Sai Shankara Shankara (2)","This is a namavali or string of names of Lord Shiva. Oh Shankara, You are the Lord of Parvathi, You are Lord Parameshwara of
Parthi, You are the saviour for all the devotees, You are Lord Shanakara of Shirdi, You are the Lord of Girija, oh Sai Shanakara!"
Shiva,"Parvathi Shankari Girija Shankari 
Sai Shankari Namosthuthe 
Sai Shankari Namosthuthe 
Jai Jagadeeswari Parthipureeswari 
Sai Shankari Namosthuthe 
Sai Shankari Namosthuthe","Worship and bow to Mother Sai Shankari, Mother of Universe, born in Parthi"
Shiva,"Pranamaami Shivam Shiva Kalpa Tharum 
Samba Shiva, Samba Shiva 
Mahaadeva Samba Shiva 
Pranamaami Shivam Shiva Kalpa Tarum 
Shiva Shambho Shiva (2X) 
Hara Hara Hara Hara Samba Shiva 
Pranamaami Shivam Shiva Kalpa Tarum (3X) 
Shambho Shiva 
Bhola Shiva / Sada Shiva 
Samba Sada Shiva, Samba Sada Shiva, Samba Sada Shiva, Samba Shiva (3X) 
Shiva Shiva Shambho Hara Hara Mahaadeva (2X) 
Hara Hara Mahaadeva / Sai Baba Mahaadeva","I bow to Lord Shiva, Auspiciousness Himself, Grantor of all wishes.
He is the celestial wish-fulfilling tree. 
Glory to our Lord Shiva and Divine Mother, 
O Great God Shiva and Divine Mother! 
Shiva, You are the Bestower of all goodness 
Glory to our Lord Shiva and Divine Mother! 
Hail Shiva, eternal Shiva, Fount of all goodness! 
Glory to our Lord Shiva and Divine Mother, 
Praise to our Great God Shiva! Sai Baba, Supreme Lord!"
Shiva,"Raksha Raksha Jagdeeshwara 
Parthipuri Parameshwara 
Paahi Paahi Parameshwara 
Dehi Dehi Thava Paada Seva","Protect us, O Lord of Universe. Protect us, O Lord of Parthipuri.
Protect and bless us. Pray Thee to grant us the opportunity to serve Thy Lotus Feet."
Shiva,"Sai Mahaadeva Sathya Sai Mahaadeva 
Parthipureeshwara Hey, Sai Baba Maheshwara Hey 
Sai Mahaadeva Sathya Sai Mahaadeva 
Nirupama Sundara Hey, Sai Neeraja Dala Nayana 
Vibhuti Sundara Hey, Sai Baba Maheshwara Hey","O Lord of Lords, Sai, dweller of Puttaparthi, so exquisitely
handsome, with lotus eyes, O symbol of detachment, (I bow to Thee in humble prayer) "
Shiva,"Sai Shankar Bhole Shankar 
Sathya Narayan Narayan 
Damaru Boley Dam Dam Dam 
Dhimitaka Dhimitaka Boley Mrudangam 
Veena Boley Narayana 
Sathya Narayana Narayana","O Lord Sai Shankar. Thou art extremely compassionate and forgiving.
Chant the name of Sathya Narayana, Sai Shankar. Various 
instruments like 'Damaru, Mrudangam, and Vina' are all the time chanting, ""Narayana, Narayana, Narayana""."
Shiva,"Sai Shankara Hara Sai Shambho 
Jaya Parameshwara Shiva Shambho 
Sai Shankara Hara Sai Shambho 
Kalki Avathaara Sai Rama 
Bhava Bhaya Bhanjana Shankara","Glory to Sai who is Shiva, giver of prosperity, doer of good
and destroyer of evil and fears of this worldly existence, Sai Rama is the divinity descended for this age."
Shiva,"Sai Shiva Shiva Subrahmanyam 
Parthipureesham Bhava Bhaya Haranam 
Sai Shiva Shiva Sad Guru Naatham 
Sai Shiva Shiva Brahma Swaroopam 
Sai Shiva Shiva Prema Swaroopam","Our Sai is none other than Lord Subrahmanya himself. He frees
us from the fear of the endless cycle of births and deaths. He is 
our Supreme Teacher. He is Brahma the Creator. And He is the 
total embodiment of Love. "
Shiva,"Shaila Gireeshwara Uma Maheshwara Kashi Vishweshwara Sada Shiva 
Sada Shiva Sada Shiva, Sada Shiva Shambho Sada Shiva","Lord of Mount Kailas, Lord of Uma, Lord of Kashi, Lord of the
Universe, unchanging Lord Shiva"
Shiva,"Shambho Mahadeva Chandra Chooda 
Shankara Samba Sada Shiva 
Ganga Dhara Hara Kailaasa Naathha 
Paahimam Parvathi Rama Naam","O Great God of Goodness, who wears the moon as an ornament,
O beneficent Lord, O eternal Lord Shiva and Divine Mother, 
You are Lord of Mount Kailasha and You bring down the River of Grace. 
Protect me, Mother Parvati (Shiva's consort) with God's Name"
Shiva,"Shambho Mahadeva Gangaadhara 
Shankara Shankara Sadaashiva 
Chandra Shekhara Sayeeshwara 
Sharanam Sharanam Shiva Shakteeshwara","I surrender to the Lord of Lords, Lord Sai Nath Shambhoo, who has
holy river Ganges in His matted hair and Moon as decoration on fore- head."
Shiva,"Shambho Mahadeva Sayeeshwara 
Partheeshwara Hey Parameshwara 
Ganga Jata Dhara Gauri Manohara 
Partheeshwara Hey Shiva Shankara","Chant and worship Lord of Lords, Lord Sayeehwara of Parthipuri, who is
beloved of Gauri and who has holy river Ganges in His matted hair."
Shiva,"Shambho Mahadeva Shiva Shambho Mahadeva 
Sambha Sada Shiva Sai Shankara Shambho Mahadeva 
Hara Hara Hara Shambho Bhava Bhaya Hara Hara Shambho 
Shiva Shiva Shiva Shambho Sathya Sayeeshwara Shambho","Great Lord Shiva, Bestower of Good, Unchanging Lord of Divine Mother Parvathi
Lord Shiva, Destroyer of evil and worldly fears, Glory to Shiva, our beneficent Lord Sathya Sai"
Shiva,"Shambho Muraarey Shankara Muraarey 
Murahara Phani Dhara Shankara Muraarey",Worship Lord Shankar who wears cobra as an ornament on His neck.
Shiva,"Shambho Shankara Deva 
Bholey Baba Mahadeva, 
Sai Baba Mahadeva 
Paahi Prabho Sharanam Deva (2) 
Bholey Baba Mahadeva 
Sai Baba Mahadeva 
Hara Hara Gangey Mahadeva (2) 
Bholey Baba Mahadeva, 
Sai Baba Mahadeva","O Lord Shankara!, Sai Mahadeva, please protect us. We seek refuge in You"
Shiva,"Shambho Shankara Sada Shivaaya 
Chandra Kala Dhara Hara Ganga Dhara 
Shambho Shankara Sada Shivaaya 
Parvathi Ramana Parameshwara 
Parameshwara, Parameshwara 
Parvathi Ramana Parameshwara 
Parthipureesha Sathya Sayeesha","Destroyer of evil, bestower of good, His hair bears the crescent moon and the Ganges, unchanging Shiva.
He is the the Lord of Parvathi; He is Lord Baba who lives in Puttaparthi"
Shiva,"Shambho Shankara Sai Maheshwara 
Gauri Pathey Shiva Jai Partheeshwara 
Shambho Shankara Sai Maheshwara 
Kailaasa Vaasa Sai Mahadeva 
Parthi Pureesha Devaadhi Deva (2)","Chant the many names of Lord Shambho; Shankara; Shiva; Sai Maheshwara;
Lord of Parvathi; the One who lives in mount Kailas; the most supreme ammong all Gods; Victory to Lord Sai."
Shiva,"Shambho Shankara Sambha Sadashiva 
Hara Hara Shankara Bhola Maheshwara 
Shambho Shankara Sambha Sadashiva 
Ganga Jataadhara Natana Manohara 
Parthipureeshwara Sai Sankara 
Shiva Shiva Shiva Shiva Shivaaya Namah Om 
Hara Hara Hara Hara Haraya Namah Om","Oh Lord Shambho, Shankara, Sadashiva, Maheshwara (different names
for Shiva), You are the One who wears the river Ganga on Your 
matted locks, You are the Divine dancer, You are Sai Shankara of Parthi, victory to You"
Shiva,"Shambho Shankara Samba Sada Shiva 
Sai Shankar Shambho Sai Shankar Shambho 
Shambho Shankar Samba Sada Shiva 
Girija Shankar Hara Hara Shiva Shiva 
Sai Shankar Shambho Sai Shankar Shambho",Chant the many names of Lord Shiva
Shiva,"Shambho Shankara Thaandava Priya Kara 
Hara Hara Shankara Jaya Dev (3X) 
Om Shivaaya Om Shivaaya Om Shivaaya 
Dama Dama Dama Dama Damaru Bhole 
Ghana Ghana Ghana Ghana Ghantha Bhajey 
Janaka Janaka Taka Payale Paaye 
Kailasa Vaasa Uma Pathey 
Hara Trishoola Uma Pathey 
Hara Trinethra Gauri Pathey 
Om Shivaaya Om Shivaaya Om Shivaaya","As Shambho You dance the cosmic Dance, Which You rejoice and enjoy to perfection.
Glory to Shankara, Glory to Shankara, Glory to the Lord of victories 
Om Shivaaya Om Shivaya Om Shivaya! The drums are reverberating the Dham-Dham beats. 
The bells are peeling out the resounding music of Ghana Ghana. 
The anklet-bells are resonant with the rhythmic dance beats. 
You reside in the Kailash mountains and You are the beloved Consort of Uma. 
You carry the universal trident, Glory to You, Gauri's dearest Consort. 
You dwell in the three worlds! Glory to You!"
Shiva,"Shambho Shiva Shankara 
Ganga Dhara Hara Gauri Shiva 
Shambhoo Shiva Shankara 
Hara Hara Mahadeva Kailaasa Naathha 
Paramesha Partheesha Paahi Prabhoo","Worship Lord Shambhoo, Shiva, Shankara and Lord of Gauri. O
Resident of Kailash (pure hearts)! O Lord of Lords! Thy holy 
river Ganges in Thy matted hair and have now incarnated in Parthi as Lord Sai. Kindly protect us."
Shiva,"Shankaram Bhajey Shankaram Bhajey 
Parthi Vaasa Sai Deva Shankaram Bhajey 
Sadgurum Bhajey Sadgurum Bhajey 
Satchitaananda Guru Sadgurum Bhajey","Sing the glory of Lord Sai Shiva, dwelling in Puttaparti, the true Guru, who is existence, knowledge and bliss."
