Title,Deity,Level,Tempo,Language,Raga
Give thanks to the Lord for He is good and His love endures forever (2),jesus,intermediate,medium,"english, hebrew",minor (natabhairavi)
Give Thanks with a grateful heart,jesus,intermediate,medium,english,major (shankarabharanam / bilawal)
"Go, tell it on the mountain,",jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
Hallelujah! Hallelujah! (5x),jesus,intermediate,slow,english,major (shankarabharanam / bilawal)
I would crawl all the way,jesus,simple,fast,english,major (shankarabharanam / bilawal)
"I, the Lord of sea and sky",jesus,advanced,medium slow,english,major (shankarabharanam / bilawal)
It's the most wonderful time of the year,jesus,intermediate,medium,english,major (shankarabharanam / bilawal)
"Jesus Christ, Jesus Christ, Jesus Christ, whoa Jesus Christ (4)","jesus, sai",simple,fast,english,major (shankarabharanam / bilawal)
1. Dashing Through The Snow,jesus,simple,fast,english,major (shankarabharanam / bilawal)
"1. Joy To The World, The Lord Has Come!",jesus,simple,medium,english,major (shankarabharanam / bilawal)
"Joyful, joyful we adore Thee, God of Glory, Lord of Love;",jesus,simple,medium,english,major (shankarabharanam / bilawal)
Kanaka Wai Wai,jesus,intermediate,medium,hawaiian,major (shankarabharanam / bilawal)
"Let There Be Peace On Earth, And Let It Begin With Me","sai, jesus",advanced,medium slow,english,major (shankarabharanam / bilawal)
"Lord Jesus, son of God, son of God, You're the way and the light.",jesus,simple,medium fast,english,~ major (shankarabharanam / bilawal)
" Love, peace, righteousness and truth","jesus, sai",intermediate,medium,english,minor (natabhairavi)
Girls - Make me an instrument of peace (x2),jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
O Holy Father Sai Baba,"jesus, sai",intermediate,medium,english,harmonic minor
"Oh Come all ye Faithful, Joyful and Triumphant",jesus,advanced,slow,english,major (shankarabharanam / bilawal)
"Om Sai Ram, Om Sai Ram, divine God within","sai, jesus",intermediate,medium fast,english,minor (natabhairavi)
"Our Father Who Art In Heaven, Hallowed Be Thy Name",jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
Our Jesus Came And He Is Here Again,"jesus, sai",simple,medium fast,english,major (shankarabharanam / bilawal)
"Rudolph, the red-nosed reindeer (REINDEER)",jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
Santa Claus Is Coming To Town,jesus,simple,fast,english,major (shankarabharanam / bilawal)
"Silent Night, Holy Night",jesus,intermediate,slow,english,major (shankarabharanam / bilawal)
"Swami Take My Hand, Jesus Take My Hand,","jesus, sai",simple,medium fast,english,major (mohanam / bhoop)
The Grace Of The Lord,"sai, jesus",intermediate,medium slow,english,major (mohanam / bhoop)
 The star is shining so bright,"jesus, sarva dharma",simple,fast,english,major (shankarabharanam / bilawal)
ZULU,jesus,simple,medium fast,zulu / ndebele / sotho,major (shankarabharanam / bilawal)
We Three Kings Of Orient Are,jesus,,,english,
We Wish You A Merry Christmas (X3),jesus,simple,medium,english,major (shankarabharanam / bilawal)
Alleluia Allelu Alleluia,"sai, jesus",simple,medium,english,major (shankarabharanam / bilawal)
Angels We Have Heard On High,jesus,intermediate,medium,"english, latin",major (shankarabharanam / bilawal)
I Am One With The Heart Of The Mother,jesus,simple,slow,english,harmonic minor
Feliz Navidad (X3),jesus,simple,medium fast,"spanish, english",major (shankarabharanam / bilawal)
Give thanks to the Lord for He is good and His love endures forever (2),jesus,intermediate,medium,"english, hebrew",minor (natabhairavi)
Give Thanks with a grateful heart,jesus,intermediate,medium,english,major (shankarabharanam / bilawal)
"Go, tell it on the mountain,",jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
Hallelujah! Hallelujah! (5x),jesus,intermediate,slow,english,major (shankarabharanam / bilawal)
I would crawl all the way,jesus,simple,fast,english,major (shankarabharanam / bilawal)
"I, the Lord of sea and sky",jesus,advanced,medium slow,english,major (shankarabharanam / bilawal)
It's the most wonderful time of the year,jesus,intermediate,medium,english,major (shankarabharanam / bilawal)
"Jesus Christ, Jesus Christ, Jesus Christ, whoa Jesus Christ (4)","jesus, sai",simple,fast,english,major (shankarabharanam / bilawal)
1. Dashing Through The Snow,jesus,simple,fast,english,major (shankarabharanam / bilawal)
"1. Joy To The World, The Lord Has Come!",jesus,simple,medium,english,major (shankarabharanam / bilawal)
"Joyful, joyful we adore Thee, God of Glory, Lord of Love;",jesus,simple,medium,english,major (shankarabharanam / bilawal)
Kanaka Wai Wai,jesus,intermediate,medium,hawaiian,major (shankarabharanam / bilawal)
"Let There Be Peace On Earth, And Let It Begin With Me","sai, jesus",advanced,medium slow,english,major (shankarabharanam / bilawal)
"Lord Jesus, son of God, son of God, You're the way and the light.",jesus,simple,medium fast,english,~ major (shankarabharanam / bilawal)
" Love, peace, righteousness and truth","jesus, sai",intermediate,medium,english,minor (natabhairavi)
Girls - Make me an instrument of peace (x2),jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
O Holy Father Sai Baba,"jesus, sai",intermediate,medium,english,harmonic minor
"Oh Come all ye Faithful, Joyful and Triumphant",jesus,advanced,slow,english,major (shankarabharanam / bilawal)
"Om Sai Ram, Om Sai Ram, divine God within","sai, jesus",intermediate,medium fast,english,minor (natabhairavi)
"Our Father Who Art In Heaven, Hallowed Be Thy Name",jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
Our Jesus Came And He Is Here Again,"jesus, sai",simple,medium fast,english,major (shankarabharanam / bilawal)
"Rudolph, the red-nosed reindeer (REINDEER)",jesus,simple,medium fast,english,major (shankarabharanam / bilawal)
Santa Claus Is Coming To Town,jesus,simple,fast,english,major (shankarabharanam / bilawal)
"Silent Night, Holy Night",jesus,intermediate,slow,english,major (shankarabharanam / bilawal)
"Swami Take My Hand, Jesus Take My Hand,","jesus, sai",simple,medium fast,english,major (mohanam / bhoop)
The Grace Of The Lord,"sai, jesus",intermediate,medium slow,english,major (mohanam / bhoop)
 The star is shining so bright,"jesus, sarva dharma",simple,fast,english,major (shankarabharanam / bilawal)
ZULU,jesus,simple,medium fast,zulu / ndebele / sotho,major (shankarabharanam / bilawal)
We Three Kings Of Orient Are,jesus,,,english,
We Wish You A Merry Christmas (X3),jesus,simple,medium,english,major (shankarabharanam / bilawal)
Namo Naarasimha Asura Vinasha,"narasimha, narayana",intermediate,medium fast,sanskrit / hindi,aarabhi
Adi Nama Sathyanarayana,"narayana, guru",,,sanskrit / hindi,
Adi Narayana Sai Narayana,narayana,advanced,medium fast,sanskrit / hindi,chandrakauns
Ai no Kami Sai Narayana,narayana,simple,slow,japanese,major (mohanam / bhoop)
Alakh Niranjana Bhava Bhaya Bhanjana Narayan Narayan,narayana,simple,fast,sanskrit / hindi,jaunpuri
Alakha Niranjana Narayana,narayana,,,sanskrit / hindi,
Ananda Ram Ananda Shyam,narayana,intermediate,medium fast,sanskrit / hindi,yaman kalyan
Atma Rama Ananda Ramana,"rama, narayana",simple,medium,sanskrit / hindi,kanada
Bhaja Mana Narayana Narayana Narayan,narayana,simple,medium,sanskrit / hindi,shankarabharanam / bilawal
Bhaja Manuva Bhaja Manuva Govinda Narayana,narayana,,,sanskrit / hindi,mohanam / bhoop
Bhajo Badri Narayanam,narayana,simple,fast,sanskrit / hindi,tilang
Bhajo Manuva Bhajo Manuva Govinda Narayana,narayana,,,sanskrit / hindi,
Bhava Bhaya Bhanjana Shesha Shayana Hari,narayana,intermediate,medium slow,sanskrit / hindi,yaman kalyan
Bolo Narayana Jai Jai Vittala,"vittala, krishna, narayana",simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Chandra Vadana Kamala Nayana,narayana,advanced,medium fast,sanskrit / hindi,"miyan ki malhar, darbari"
Daya Karo Hari Narayana,narayana,intermediate,medium,sanskrit / hindi,~ darbari
Daya Karo Hari Narayana,narayana,advanced,medium,sanskrit / hindi,darbari
Daya Karo Sai Narayana,narayana,advanced,slow,sanskrit / hindi,gowri manohari / patdeep
Daya Karo Sai Narayana,narayana,advanced,medium fast,sanskrit / hindi,chakravakam / ahir bhairav
"Dear Sathya Sai, grace us with Your love","vittala, krishna, narayana",simple,medium fast,english,major (shankarabharanam / bilawal)
Dharani Nayaka Govinda,narayana,advanced,medium,sanskrit / hindi,darbari
Eshwari Nandana Sai Narayana Narayana,narayana,,,sanskrit / hindi,
Garuda Vahana Narayana,narayana,simple,fast,sanskrit / hindi,vakulabharanam / basant mukhari
Gopala Govinda Narayana Hari,narayana,intermediate,medium slow,sanskrit / hindi,sindhu bhairavi / bhairavi
Govinda Gopala Narayana,narayana,intermediate,medium,sanskrit / hindi,tilang
Govinda Gopala Narayana (Bhaja Mana),narayana,intermediate,medium,sanskrit / hindi,tilang
Govinda Gopala Narayana Hari,narayana,advanced,medium fast,sanskrit / hindi,mohanam / bhoop
Govinda Govinda Narayana,narayana,intermediate,medium fast,sanskrit / hindi,mohanam / bhoop
Govinda Govinda Narayana,narayana,,,sanskrit / hindi,shankarabharanam / bilawal
Govinda Govinda Narayana,narayana,,,sanskrit / hindi,mohanam / bhoop
Govinda Narayana Gopala Narayana,"narayana, krishna",intermediate,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Harey Murari Ranga Narayana Om,narayana,simple,medium fast,sanskrit / hindi,madhyamavati / madhmad sarang
Hari Anandamaya Jaya Narayana ( Sai ),"narayana, krishna",intermediate,medium fast,sanskrit / hindi,maand
Hari Bol Hari Bol Hari Hari Bol,"narayana, krishna",simple,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Hari Bolo Harey Rama Naam,narayana,intermediate,medium fast,sanskrit / hindi,sumanesa ranjani / madhukauns
Hari Govinda Govinda Narayana,narayana,simple,medium,sanskrit / hindi,~ shankarabharanam / bilawal
Hari Govinda Nanda Mukunda,narayana,,,sanskrit / hindi,hamsanandi / sohini
Hari Hari Bhajo Mana Sai Ram Bhajorey,narayana,intermediate,slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Hari Hari Bol Hey Manuva,narayana,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Hari Hari Govinda Hari Hari Giridhara Bala Hari Hari Shyama Gopala,narayana,,,sanskrit / hindi,bihag
Hari Hari Govinda Hari Hari Om,narayana,intermediate,medium fast,sanskrit / hindi,chakravakam / ahir bhairav
Hari Hari Hari Hari Hari Hari Bolo,narayana,simple,medium fast,sanskrit / hindi,~ maand
Hari Hari Narayana,narayana,advanced,medium,sanskrit / hindi,chandrakauns
Hari Hari Om Shiva Shankara Om,"krishna, shiva, narayana",simple,medium fast,sanskrit / hindi,~ shankarabharanam / bilawal
Hari Hari Om Sri Hari Om,narayana,,,sanskrit / hindi,abheri / bhimpalas
Hari Hari Sumiran Hari Hari Bhajo Man,narayana,advanced,medium slow,sanskrit / hindi,mohanam / bhoop
Hari Naam Sumira Hari Naam Sumira Hari Naam Sumira Bhajorey,narayana,intermediate,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Hari Narayana Govinda (2),narayana,intermediate,medium,sanskrit / hindi,kalyani / yaman
Hari Narayana Govinda Jaya Narayana Govinda,narayana,simple,medium,sanskrit / hindi,shankarabharanam / bilawal
Hari Narayana Govinda Sai Narayana Govinda,narayana,simple,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Hari Narayana Hari Hari,narayana,simple,medium,sanskrit / hindi,mohanam / bhoop
Hari Narayana Hari Narayana,narayana,intermediate,medium,sanskrit / hindi,yaman kalyan
Hari Narayana Hari Narayana,narayana,intermediate,slow,sanskrit / hindi,~ pantuvarali / puriya dhanashri
Hari Narayana Hari Narayana Hari Narayana Narayana (Om) (2),narayana,simple,medium,sanskrit / hindi,shivaranjani
Hari Narayana Hari Narayana Hari Narayana Bhajorey (2),"narayana, krishna",intermediate,medium fast,sanskrit / hindi,mishra shivaranjani
Hari Narayana Sai Narayana,narayana,intermediate,medium,sanskrit / hindi,mayamalavagowla / bhairav
Hari Narayana Srinivasa,narayana,intermediate,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Hari Om Ananda Narayana,narayana,advanced,medium,sanskrit / hindi,~ janasammohini
Hari Om Hari Om Hari Om Narayana (2),narayana,advanced,slow,sanskrit / hindi,"kanada, darbari"
Hari Om Narayana Sathya Narayana,"narayana, shiva",,,sanskrit / hindi,lalit
Hey Ranga Panduranga,narayana,,,sanskrit / hindi,bihag
Hey Sai Ranga Hey Panduranga,narayana,advanced,slow,sanskrit / hindi,"keeravani, sarasangi / nat bhairav"
Hey Shesha Shayana Narayana,narayana,simple,fast,sanskrit / hindi,pilu
Jai Jai Jai Narayana,"narayana, krishna",intermediate,medium,sanskrit / hindi,mohanam / bhoop
Jaya Hari Govinda Jaya Narayana,"krishna, narayana",,,sanskrit / hindi,
Jaya Jaya Govinda Narayana,"narayana, krishna",advanced,medium slow,sanskrit / hindi,abheri / bhimpalas
Jaya Narayana Jaya Hari Om,narayana,simple,medium fast,sanskrit / hindi,natabhairavi
Jaya Narayana Jaya Hari Om,narayana,simple,fast,sanskrit / hindi,vakulabharanam / basant mukhari
Jaya Narayana Sathya Narayana,narayana,intermediate,slow,sanskrit / hindi,lalit
Kalyana Ranga Kamaneeya Ranga,narayana,advanced,medium slow,sanskrit / hindi,charukeshi
Kamala Nayana Narayana,narayana,advanced,medium fast,sanskrit / hindi,amruthavarshini
Karunakara Narayana,narayana,advanced,medium fast,sanskrit / hindi,tilang
Karunamaya Deva Krupamaya Deva,narayana,advanced,medium slow,sanskrit / hindi,bageshri
Karunanta Ranga Kariraja Varada Kamalesha Sri Sai Rama,"sai, rama, narayana",simple,medium,sanskrit / hindi,shivaranjani
Kasturi Ranga Kaveri Ranga Sri Ranga Ranga Ranga,narayana,intermediate,medium slow,sanskrit / hindi,nadanamakriya
Kasturi Tilakam Narayanam,narayana,advanced,slow,sanskrit / hindi,abheri / bhimpalas
Kodanda Rama Raghava Jaya Kalyana Krishna Keshava,"rama, krishna, narayana",intermediate,medium,sanskrit / hindi,tilang
Kokoro no Naka no Ai Kami,narayana,simple,fast,japanese,major (shankarabharanam / bilawal)
Ksheerabdhi Shayana Narayana,narayana,intermediate,medium fast,sanskrit / hindi,dwijavanti / jaijaivanti
Lakshmi Saranga Dhara Sita Pathi Raghuveera Radhey Govinda,narayana,,,sanskrit / hindi,shankarabharanam / bilawal
Madhava Jaya Keshava Jaya Govinda Sai Narayana,"narayana, krishna",,,sanskrit / hindi,
Madhava Keshava Narayana,narayana,,,sanskrit / hindi,mishra sindhu bhairavi / bhairavi
Man Ek Baar Hari Bol,narayana,simple,medium,sanskrit / hindi,shankarabharanam / bilawal
Mata Pitha Guru Bandhu Sakha Hari,"narayana, guru",intermediate,medium,sanskrit / hindi,kapi
Mohana Ranga Sai Narayana,narayana,intermediate,fast,sanskrit / hindi,"~ natabhairavi, kapi"
Naam Bhajo Hari Naam Bhajo,narayana,intermediate,medium,sanskrit / hindi,bihag
Namo Naarasimha Asura Vinasha,"narasimha, narayana",intermediate,medium fast,sanskrit / hindi,aarabhi
Namo Namo Hari Narayana (3),narayana,advanced,medium,sanskrit / hindi,shuddha dhanyasi
Namo Namo Sai Narayana (3),narayana,advanced,medium,sanskrit / hindi,mohanam / bhoop
Narahari Roopa Narayana,narayana,,,sanskrit / hindi,shivaranjani
Narayan Narayan Bhaja Mana Narayan,"narayana, guru",intermediate,medium fast,sanskrit / hindi,~ natabhairavi
Narayana Bhaja Narayan Narayana Bhaja Narayan Narayan,narayana,intermediate,medium,sanskrit / hindi,"pilu, abheri / bhimpalas"
Narayana Govinda Harey,narayana,intermediate,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Narayana Hari Naama Bhajorey Narayana Veda Parayana,narayana,advanced,medium fast,sanskrit / hindi,mishra maand
Narayana Hari Narayana,narayana,intermediate,medium fast,sanskrit / hindi,vakulabharanam / basant mukhari
Narayana Hari Narayana,narayana,intermediate,medium,sanskrit / hindi,~ shuddha dhanyasi
Narayana Hari Narayana,narayana,advanced,medium,sanskrit / hindi,maand
Narayana Hari Narayana,narayana,,,sanskrit / hindi,vasanthi / prateeksha
Narayana Hari Narayana,narayana,,,sanskrit / hindi,yaman kalyan
Narayana Hari Narayana Bhaja Narayana Sai Narayana,narayana,advanced,medium slow,sanskrit / hindi,raga mishran
Narayana Hari Narayana Bhajo Narayana Namo Narayana (2),narayana,,,sanskrit / hindi,
Narayana Hari Narayana Hari Narayana Veda Parayana,"narayana, shiva",simple,fast,sanskrit / hindi,hamsadhwani
Narayana Hari Om,narayana,,,sanskrit / hindi,shankarabharanam / bilawal
Narayana Hari Om Hari Om,narayana,,,sanskrit / hindi,mishra shivaranjani
Narayana Hari Om Hari Om Hari Om,narayana,simple,medium fast,sanskrit / hindi,pilu
Narayana Namo Narayana,narayana,,,sanskrit / hindi,
Narayana Narayana Jai Jai Govinda Harey,narayana,,,sanskrit / hindi,
Narayana Narayana Jaya Govinda Harey,narayana,intermediate,medium,sanskrit / hindi,kanada
Narayana Sai Narayana,narayana,,,sanskrit / hindi,light music tune
Narayana Veda Parayana,narayana,,,sanskrit / hindi,shivaranjani
Narayanam Bhaja Narayanam,narayana,,,sanskrit / hindi,
Narayanam Bhaja Narayanam,narayana,intermediate,medium fast,sanskrit / hindi,kanada
Narayanam Bhaja Narayanam,narayana,simple,fast,sanskrit / hindi,mohanam / bhoop
Neeraja Shayana Narayana,narayana,,,sanskrit / hindi,saramathi
Nithyanandam Satchidanandam,narayana,simple,fast,sanskrit / hindi,natabhairavi
Om Hari Om Hari Om Bhajorey Sada Om Hari Om Hari Om,narayana,simple,medium fast,sanskrit / hindi,madhyamavati / madhmad sarang
Om Namah Shivaya Namo Narayana (4),"narayana, shiva",intermediate,medium fast,sanskrit / hindi,bageshri
Om Namah Shivaya Om Namo Narayanaya (4),"narayana, shiva",,,sanskrit / hindi,yaman kalyan
Om Namo Bhagawathey Vasudevaya,"narayana, shiva",simple,fast,sanskrit / hindi,natabhairavi
Om Namo Namah Om Namah Om Namah Om,narayana,advanced,medium,sanskrit / hindi,kalyani / yaman
Om Namo Narayana Namo Namo Narayana,narayana,advanced,medium,sanskrit / hindi,karna ranjani
Om Namo Narayanaya Om Namo Namo (8),narayana,intermediate,medium fast,sanskrit / hindi,kalyani / yaman
Padmanabha Hrishikesha Padma Netra Paahi,narayana,advanced,,sanskrit / hindi,abheri / bhimpalas
Padmanabha Narayana,narayana,intermediate,fast,sanskrit / hindi,gowri manohari / patdeep
Pambanai Mel Pallikondai Ranga Ranga,narayana,intermediate,medium,tamil,shuddha dhanyasi
Pannaga Shayana Pankaja Nayana,narayana,,,sanskrit / hindi,shuddha sarang
Parkadalil Pallikonda Parandhama,narayana,advanced,medium,tamil,basanth
Rajeeva Lochana Sai Narayana,narayana,advanced,medium,sanskrit / hindi,hamir kalyani / kedar
Rama Krishna Govinda Narayana,narayana,intermediate,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Rama Krishna Govinda Narayana,narayana,,,sanskrit / hindi,yaman kalyan
Rama Krishna Hari Mukunda Murari,narayana,,,sanskrit / hindi,mohanam / bhoop
Rama Krishna Hari Narayana,narayana,simple,medium fast,sanskrit / hindi,~ shankarabharanam / bilawal
Sai Narayana Narayana,narayana,simple,medium,sanskrit / hindi,pilu
Sai Narayana Uchinaru Kami Hari Om Hari Om Hari Om,narayana,intermediate,medium,japanese,major (shankarabharanam / bilawal)
Sai Raghuvara Merey Ram,narayana,advanced,medium slow,sanskrit / hindi,~ keeravani
Sai Sri Sai Sath Chitha Sai,narayana,,,sanskrit / hindi,mohanam / bhoop
Sankata Harana Govinda,narayana,,,sanskrit / hindi,kapi
Sankata Harana Govinda,narayana,intermediate,medium,sanskrit / hindi,maand
Sankata Harana Sri Sai Ramana,narayana,intermediate,medium slow,sanskrit / hindi,sama
Sarvatra Govinda Naama Sankeertana Govinda Hari Govinda,narayana,simple,medium fast,sanskrit / hindi,harikamboji
Sathya Narayana Govinda Madhava Sai Narayana Govinda Keshava (3),narayana,simple,medium fast,sanskrit / hindi,~ harikamboji
Sathya Sanathana Nithya Niranjana Bhaktha Parayana Narayana,narayana,advanced,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Shankha Chakra Peetambara Dhari Karuna Sagara Rama Murari,narayana,intermediate,fast,sanskrit / hindi,mayamalavagowla / bhairav
Shesha Sai Narayana,narayana,intermediate,medium fast,sanskrit / hindi,punnagavarali
Shesha Shaila Vasa Narayana,narayana,advanced,medium slow,sanskrit / hindi,~ madhuvanti
Sri Hari Jaya Hari Nanda Mukunda Hari,narayana,,,sanskrit / hindi,pantuvarali / puriya dhanashri
Sri Lakshmi Ramana Narayana,narayana,intermediate,slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Sri Ranga Sai Shesha Sai,narayana,,,sanskrit / hindi,madhyamavati / madhmad sarang
Sri Ranga Sri Ranga Ranga Ranga Sri Ranga (2),narayana,intermediate,medium fast,sanskrit / hindi,mishra shankarabharanam / bilawal
