Bhajan,Deity,Meaning,Level,Tempo,Language,Raga
Jai Jai Ram Krishna Hari ,Krishna,"Victory to Lord Ram, Krishna, Hari and Sai Ram. Chant the names of Lord : Sai Ram, Krishna and Hari.",simple,medium fast,sanskrit / hindi,yaman kalyan
Jai Sai Ram Jai Sai Ram ,Krishna,"Victory to Lord Sai Ram whose Form is Love Incarnate. Victory to
Lord Sai Ram, who incarnated as Lord Rama of Raghu dynasty and 
Lord Krishna. Lord Shiva has incarnated as Lord Sai Shiva. Lord 
Sathya Sai is Incarnation of all Incarnations.",intermediate,fast,sanskrit / hindi,~ sindhu bhairavi / bhairavi
Jai Sai Ram Jai Sai Ram ,Krishna,"Victory to Lord Sai Ram whose Form is Love Incarnate. Victory to
Lord Sai Ram, who incarnated as Lord Rama of Raghu dynasty and 
Lord Krishna. Lord Shiva has incarnated as Lord Sai Shiva. Lord 
Sathya Sai is Incarnation of all Incarnations.",advanced,medium,sanskrit / hindi,hamsadhwani
Jai Sai Ram Jai Sai Ram ,Krishna,"Glory to Sai; Glory to Ram. You are the protector of the helpless and orphaned;
Sai, You are the saviour of those in distress; Sai, You are the embodiment and incarnation of love ",intermediate,fast,sanskrit / hindi,~ sindhu bhairavi / bhairavi
Jai Sai Ram Jai Sai Ram ,Krishna,"Glory to Sai; Glory to Ram. You are the protector of the helpless and orphaned;
Sai, You are the saviour of those in distress; Sai, You are the embodiment and incarnation of love ",advanced,medium,sanskrit / hindi,hamsadhwani
Kamala Nethra Sayeeshwara ,Krishna,"Lotus-eyed Lord Sai, Effulgent Lord of Gods who bestows
salvation, whose body is of infinite blue colour like the sky, peaceful Lord, who bestows fearlessness.",intermediate,slow,sanskrit / hindi,pahadi
Koti Pranaam Shatha Koti Pranaam ,Krishna,"Millions of salutations, O Lord of the helpless, Sai Baba; You
are the devotee's God and incarnation of this age; You are Nanda's beloved son, Sai Krishna of Puttaparti.",advanced,medium slow,sanskrit / hindi,kalyani / yaman
Madhura Madhura Sai Naama ,Krishna,"Most melodious is Sai's name. Most comforting it is when one
meditates on Sai. Most lilting are Sai's songs. Most uplifting 
are Sai's teachings. Most beautiful is Sai's countenance. Victory 
to You, Sai Krishna (in Your efforts to redeem mankind",advanced,slow,sanskrit / hindi,desh
Mana Eka Baara Hari Bol ,Krishna,"O Mind! Chant and worship Lord Hari. Lord Hari is our Parent, Guru and Bestower of supreme Knowledge.
He is the Lord Infinite. Oh mind, recite the name of Lord Sai, He is our 
father and Mother, He is our Guru, the One who can confer wisdom on us. 
Always blissful Lord Hari helps us to cross the deep ocean of life and death and uplifts us",simple,medium,sanskrit / hindi,shankarabharanam / bilawal
Mana Mandir Mey Aavo Sai ,Krishna,"O Lord Sai, reveal Your Form in the temple of my mind. My
fellow devotees, keep chanting Sai Ram's name continuously and 
without interruption; also chant the divine name of Sai Krishna.",advanced,medium slow,sanskrit / hindi,"valaji / kalavati, gavati"
Mana Mandir Mey Sai Rama ,Krishna,"Chant victory to Lord Sai Rama, Radhey Shyaama, residing in the
temple of everyone's mind. From time immemorial, we are 
together from birth after birth. O Compassionate Lord of the 
Universe! In Thy infinite mercy, kindly accept me at Thy Lotus Feet.",intermediate,medium,sanskrit / hindi,gavati
Manuva Bolo Jai Seetha Ram Bolo Jai Radhey Shyaama ,Krishna,"Oh man, chant the name of Seetha Rama (Ram), Radhe Shyama (Krishna)
victory to Thee, hey Rama, victory to Thee Krishna",intermediate,medium fast,sanskrit / hindi,"gowri manohari / patdeep, sindhu bhairavi / bhairavi"
Mohana Rama Hey Sairama ,Krishna,"Hey Sai Thou art the beautiful enchanting Rama, the One with
the holy auspicious name - Rama of Prashanti, the One full 
of mercy and compassion, the One who is fond of His devotees 
and protects them, You are Sai Rama, the Lord of Puttaparthi",advanced,medium slow,sanskrit / hindi,pantuvarali / puriya dhanashri
Naama Bhajo Hari Naama Bhajo ,Krishna,"Chant the name of Hari (Vishnu), Narayana, Krishna. Chant the name of
Sai Narayana of Brindavana, chant the name of the Lord",intermediate,medium,sanskrit / hindi,bihag
Nara Hari Roopa Narayana ,Krishna,"You have taken a human form, Narayana. You are Truth Absolute, Narayana.
You reside in Parthi as Narayana. You take away our sins, Narayana, Sai Narayana. 
The Vedas proclaim You as Narayana, Sai Narayana",,,sanskrit / hindi,shivaranjani
Nayano Mey Prema Dhar Vachano Mey Amritha Dhar ,Krishna,"Noble Teacher, Lord Sai, whose Eyes are full of Love and Compassion,
whose words are like spring of Divine Nectar, is sustainer of my life.",simple,medium,sanskrit / hindi,pahadi
Nirupama Guna Sadana Charana Neeraja Dala Nayana ,Krishna,"Praise be to Sai, the One with incomparable qualities, with
lotus eyes, wearing the ochre robe, One who is the present age's 
incarnation, eternal, mind-bewitching, with a pure and spotless 
history, who is none other than Shiva or Nataraja.",intermediate,fast,sanskrit / hindi,mayamalavagowla / bhairav
Oh Baba Sai Baba ,Krishna,"Baba, destroyer of sorrow, who is Rama and Krishna and is within each man as Narayana.",intermediate,slow,sanskrit / hindi,darbari
Oh Baba Sai Baba ,Krishna,"Baba, destroyer of sorrow, who is Rama and Krishna and is within each man as Narayana.",intermediate,slow,english,minor (darbari)
Oh Bhagawaan Oh Bhagawaan Araja Suno Merey Sai Bhagawaan ,Krishna,"O Lord Sai, Of Puttaparti,hear our prayer, you are Lord and
Creator; You are Lord of Brindavan,; You draw the minds of all 
devotees; Take us across the river of life, Lord Sai, the One with a cloudy complexion, like that of Krishna.",intermediate,medium,sanskrit / hindi,~ charukeshi
Om Bhagawaan Om Bhagawaan Om Bhagawaan Sai Baba Bhagawaan ,Krishna,"Chant the Names of Bhagawaan: Sai Baba, Sathya Sai, Rama, Krishna, Shiva, Dattatreya;
He is Hara, He is Om, He is Love, He is Light, He is the Atma (the Self), 
He is the Paramatma (the Supreme Self), He is the Lord born of Nanda 
He is the eternal and divine Bliss, He is the same Lord who lived in Ayodhya, in Dwaraka and Shirdi 
who now lives in Puttaparthi. Come, come Lord, come to us here and now!",intermediate,slow,telugu,darbari
Om Jai Jai Guru Sai Mukunda ,Krishna,"Victory to Thee, Hey perceptor Sai Krishna,
the One who is 'existence-knowledge-bliss', the child Mukunda, the son of Nanda",intermediate,medium,sanskrit / hindi,kalyani / yaman
Paar Karo Uddhaara Karo Prabhu Parthi Puree Bhagawaan ,Krishna,"Uplift us, Sai Baba of Puttaparti, Lord in the form of Rama,
Krishna, Sai Baba; embodiment of compassion and tenderness; 
divine Incarnation of the Kali age, Allah, Sai, Buddha, Zorashtra, Christ are all forms of the Lord.",simple,medium slow,sanskrit / hindi,shankarabharanam / bilawal
Paar Karo Uddhaara Karo Prabhu Parthi Puree Bhagawaan ,Krishna,"Uplift us, Sai Baba of Puttaparti, Lord in the form of Rama,
Krishna, Sai Baba; embodiment of compassion and tenderness; 
divine Incarnation of the Kali age, Allah, Sai, Buddha, Zorashtra, Christ are all forms of the Lord.",simple,medium slow,sanskrit / hindi,shankarabharanam / bilawal
Pannaga Shayana Kali Avathaara ,Krishna,"O Lotus-Eyed Lord of Lords. O Embodiment of Purity, Lord Sai. Thou
art Incarnation of Kali Age, oh Lord Narayana, resting on snakes. O 
Lord of Lords. O Ocean of Mercy. Thou art grantor of liberation; 
destroyer of sins; saviour of dejected and destitutes.",advanced,slow,sanskrit / hindi,~ gowri manohari / patdeep
Partheeshwara Sathya Sayeeshwara ,Krishna,"Hey Lord Sathya Sai, Lord of Puttaparthi, Hey Lord Sai Narayana,
have compassion. You are the One who can help us to cross the 
ocean of samsara. Hey Narayana, we surrender to Thee. Please 
have compassion, Sai Narayana",advanced,medium slow,sanskrit / hindi,charukeshi
Parthipureeshwaram Parama Dayaalam ,Krishna,"Lord of Puttaparthi, You are the One with supreme compassion.
I salute Thee, the noble, divine perceptor. Victory to Thee, 
Sai whose abode is at Prashanti Nilayam. I bow to Thee every day. 
I prostrate to Thee, Hey Lord of Shirdi. I prostrate to Thee, Hey Lord of Parthi",advanced,medium,sanskrit / hindi,shivaranjani
Parthipureeshwaram Parama Dayaalam ,Krishna,"Lord of Puttaparthi, You are the One with supreme compassion.
I salute Thee, the noble, divine perceptor. Victory to Thee, 
Sai whose abode is at Prashanti Nilayam. I bow to Thee every day. 
I prostrate to Thee, Hey Lord of Shirdi. I prostrate to Thee, Hey Lord of Parthi",advanced,medium,sanskrit / hindi,shivaranjani
Parvathi Shankari Girija Shankari ,Krishna,"Worship and bow to Mother Sai Shankari, Mother of Universe, born in Parthi",intermediate,medium,sanskrit / hindi,kalyani / yaman
Prasanna Ho Prasanna Ho Prasanna Sathya Sai Ram ,Krishna,"O Lord Sathya Sai, be pleased with us and shower Thy Grace on us ",simple,fast,sanskrit / hindi,shankarabharanam / bilawal
Prashanthi Nilaya Ram Hey Parthipuree Bhagawaan ,Krishna,"Lord Rama, son of Dasaratha, saviour of Ahalya, Lord of Parthi, Glory to Thee.",intermediate,medium,sanskrit / hindi,shankarabharanam / bilawal
Prem Sey Bolo Ek Baar Sai Ram ,Krishna,"Once more, recite the Name of Lord Sai Ram. Glory to Lord Sai Ram
Chant the Name of Lord Rama of the Raghu Dynasty. 
O sweet and mind-pleasing Ram, O handsome-faced Ram, You are an Ocean of Mercy, Lord Ram 
You are the uplifter of the sinners and fallen ones, victory to Lord Sai Ram. Chant with love, once again ""Sai Ram""",intermediate,medium,sanskrit / hindi,gavati
Prem Sey Gaavo Mangala Naam ,Krishna,"With love chant that Divine name Govinda,
Gopaala, Shree Hari. He is an ocean of Love, He is the friend of the 
meek and humble, He is full of compassion, He is the apple of our 
eye. He is our Sai Krishna. Sing His name with love.",advanced,medium,sanskrit / hindi,darbari
Prem Sey Gaavo Paavana Naam ,Krishna,"With love and devotion, sing purifying and uplifting name of Lord
Rama of Raghu dynasty. Victory to Lord of Janaki, Lord Rama. Victory to Lord Sathya Sai Baba",intermediate,medium,sanskrit / hindi,kanada
Prema Bhakthi Jagao Mana Mey ,Krishna,"O Lord Sai Baba ! Welcome to my heart and awaken my love and
devotion for Thee. Thou art the support of those who are meek and devoted.",advanced,medium,sanskrit / hindi,yaman kalyan
Prema Eshwara Hai Eshwara Prema Hai ,Krishna,"Love is God, God is Love. In every heartbeat Sai abodes.
Love is God, God is Love - God is known by many names - Rama or Rahim or Krishna or Karim, Zorashtra or Jesus or Nanak. 
O man, whatever name you recite, please remember that God is the embodiment of Love",advanced,slow,sanskrit / hindi,jog
Prema Eshwara Hai Eshwara Prema Hai ,Krishna,"Love is God, God is Love. In every heartbeat Sai abodes.
Love is God, God is Love - God is known by many names - Rama or Rahim or Krishna or Karim, Zorashtra or Jesus or Nanak. 
O man, whatever name you recite, please remember that God is the embodiment of Love",advanced,slow,sanskrit / hindi,jog
Punya Naam Pavithra Naam Rama Naam Sai Ram ,Krishna,"Sacred and purifying are the names Rama and Sai Ram; Glory to
Krishna and Rama, sweet is the name Sai Ram; Seetha's Lord, an 
ocean of compassion, Radha's Lord, friend to the helpless; Glory to Krishna and Rama, sweet is the name Sai Ram.",simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Rajadhi Raja Hey Sai Maharaja ,Krishna,"Chant the name of King of Kings, the Supreme King, Lord Sai:
Protector of miserables and dejected: Lord of Lords: Resident of Parthi - Lord Sai: Lord Rama and Lord Krishna.",intermediate,medium fast,sanskrit / hindi,~ shankarabharanam / bilawal
Rajeeva Lochana Sai Narayana ,Krishna,"Worship Lotus-Eyed Lord Sai Narayana, who has assumed human
Form, who is saviour of devotees and extremely merciful towards them and who is embodiment of purity.",advanced,medium,sanskrit / hindi,hamir kalyani / kedar
Raksha Karo Bhagawaan Sathya Sai Bhagawaan ,Krishna,"O Lord Sai, thou art compassionate and merciful Lord of the helpless,
the bestower of truth, righteousness, peace and love, the ever 
cheerful Lord, who sustains all life, the embodiment of Brahma, 
Vishnu and Maheswara. Thou art Truth, Auspiciousness and Beauty. Protect us.",advanced,medium fast,sanskrit / hindi,~ hindolam / malkauns
Rama Rama Rama Rama Ram ,Krishna,"Repeat the name of Rama, Sai Baba who holds the conch, discus,
mace and lotus; Narayana, in the form of Sai Baba with the deep blue complexion.",simple,medium,english,minor (natabhairavi)
Rama Rama Rama Rama Ram ,Krishna,"Repeat the name of Rama, Sai Baba who holds the conch, discus,
mace and lotus; Narayana, in the form of Sai Baba with the deep blue complexion.",simple,medium,english,minor (natabhairavi)
Rama Rama Sai Rama ,Krishna,"Hail to Rama and to Sai; Sai, who is Lord of Puttaparti; His
very sweet, beautiful name enchants the mind; His cloud-like 
soft complexion pleases our eyes; Descendent of the race of the 
sun, favourite Lord; Supreme purifier, abode of all good.",simple,fast,sanskrit / hindi,shankarabharanam / bilawal
Sadaa Niranthara Hari Guna Gaavo ,Krishna,"Sing always the glory of our Lord; Let the bhajan resound with
love and devotion; Come to the feet of Lord Sai; In your heart's 
temple, light the lamp of love; He will take you across the ocean of life.",intermediate,medium slow,sanskrit / hindi,charukeshi
Sahara Do Bhagawaan ,Krishna,"O Lord have mercy and shower grace on me and kindly bless me
with thy support and shelter. Please be always with me and 
protect me and grant me peace, devotion and love.",intermediate,medium,sanskrit / hindi,naga gandhari
Sai Avathaara Yuga Avathaara ,Krishna,"O Merciful Lord Sai, destroyer of dangers, incarnation of this
kali age. You are Brahma, Vishnu, Maheswara and beloved of 
devotees. Chant the name of Lord of Lords, loving Lord Sathya Sai.",advanced,slow,sanskrit / hindi,charukeshi
Sai Baba Geetha Sudha Madhuram Madhuram Aanandam ,Krishna,"Nectarine words of wisdom and melodies that flow from Lord Sai
confer infinite supreme bliss. Sai Baba's sweet songs are drops 
of amrit (nectar) conferring Supreme Bliss",advanced,slow,sanskrit / hindi,vakulabharanam / basant mukhari
Sai Baba Pranaam ,Krishna,"Kindly fulfil my desire by accepting my offering of
salutations. O Resident of my heart - Lord Shirdi Baba, Sai 
Baba. Chant the name of Eeshwar, Allah, Rama. O embodiment of Peace.",simple,medium,sanskrit / hindi,natabhairavi
Sai Baba Thera Naam Sathya Sai Baba Thera Naam ,Krishna,"O Lord Sathya Sai! Thou art Brahma (creator) and Vishnu (sustainer).
Thou art all names - Nanak, Christ, Buddha, Zorastra, Allah and Mahavir",advanced,medium slow,sanskrit / hindi,shekara chandrika / gujari todi
Sai Baba Thera Naam Sathya Sai Baba Thera Naam ,Krishna,"O Lord Sathya Sai! Thou art Brahma (creator) and Vishnu (sustainer).
Thou art all names - Nanak, Christ, Buddha, Zorastra, Allah and Mahavir",advanced,medium slow,sanskrit / hindi,shekara chandrika / gujari todi
Sai Govinda Sai Gopaala ,Krishna,"O Sai Krishna, without thee, everything is dark. Please accept me
at thy Lotus Feet and present thyself in the temple of my mind and heart.",intermediate,medium,sanskrit / hindi,mishra shivaranjani
Sai Hai Jeevan Jeevan Sathya Sai ,Krishna,"Sai is the esence of life, life itself is Sai; Sai is the
support and sustenance of my life; Without you, Sai, all is 
darkness; Guide the boat of my life across the ocean; Hold me at your feet, Sai Krishna.",intermediate,medium,sanskrit / hindi,natabhairavi
Sai Hamaara Ham Sai Key Aisa Prema Hamaara ,Krishna,"Sai is ours, We are Sai's. Our love is like this; Sathya Sai
is your name. Shridi Sai Avatara; Hindu, Muslim, Sikh, 
Christian, He is the caretaker of all religions; Sai Ram is ours.",simple,medium fast,sanskrit / hindi,natabhairavi
Sai Hamaara Ham Sai Key Aisa Prema Hamaara ,Krishna,"Sai is ours, We are Sai's. Our love is like this; Sathya Sai
is your name. Shridi Sai Avatara; Hindu, Muslim, Sikh, 
Christian, He is the caretaker of all religions; Sai Ram is ours.",simple,medium fast,sanskrit / hindi,natabhairavi
Sai Key Darbar Mey Aavo ,Krishna,"Welcome to the gathering of devotees in thy divine presence.
Accompanied by the Veena, Flute, Drum, quench our thirst by singing melodious spiritual and devotional songs.",intermediate,medium fast,sanskrit / hindi,darbari
Sai Matha Pitha Deena Bhandu Sakha ,Krishna,"Sai who is the mother, father and friend of all. I bow a
thousand times at your feet. Give me strength, liberation and devotion, my Sai Shiva.",intermediate,medium,sanskrit / hindi,mohana kalyani / shuddha kalyan
Sai Naathha Bhagawaan Sai Naathha Bhagawaan ,Krishna,"Lord Sai is God, Lord Sai is God. Thou art Truth, Goodness and Beauty, O Lord God Sai
I take refuge in Buddha (supreme enlightment). I take refuge in Dharma (the eternal Way and teachings) 
I take refuge in Sangham (the holy community). To Lord God Sai, I surrender all!",intermediate,fast,sanskrit / hindi,jaunpuri
Sai Naathha Bhagawaan Sai Naathha Bhagawaan ,Krishna,"Lord Sai is God, Lord Sai is God. Thou art Truth, Goodness and Beauty, O Lord God Sai
I take refuge in Buddha (supreme enlightment). I take refuge in Dharma (the eternal Way and teachings) 
I take refuge in Sangham (the holy community). To Lord God Sai, I surrender all!",intermediate,fast,sanskrit / hindi,jaunpuri
Sai Narayana Narayana ,Krishna,"Chant the name of merciful and omniscient Lord Narayana, who is
fond of music, who takes care of the meek and humble",simple,medium,sanskrit / hindi,pilu
Sai Narayana Sathya Narayana ,Krishna,"O Lord Sathya Sai Narayana! The three worlds pay obeisance to
Thee. You are the destroyer of sins and miseries, Saviour of the dejected and miserables.",advanced,medium,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Sai Om Sai Om Sai Om ,Krishna,"My entire life is filled with Sai Om. Sai Om fills me in my sleep and in my dreams
Sai Om fills the heaven and the air. Sai Om fills my eyes and what they perceive 
Sai Om fills me from birth until death ",advanced,slow,sanskrit / hindi,chakravakam / ahir bhairav
Sai Pitha Aur Maatha Sai ,Krishna,"Merciful supreme Guru Sathya Sai is our father and mother.
He is the Mother of Vedas, Upanishads and Bhagavad Gita",advanced,slow,sanskrit / hindi,janasammohini
Sai Pitha Aur Maatha Sai ,Krishna,"Merciful supreme Guru Sathya Sai is our father and mother.
He is the Mother of Vedas, Upanishads and Bhagavad Gita",advanced,slow,sanskrit / hindi,janasammohini
Sai Prem Dey Shanti Dey Ananda Dey Sai Prem Dey ,Krishna,"Sai grant us Love, Sai grant us Peace, grant us Bliss, Thou art our Father and the Ocean of Mercy
Thou art the Deity in the Temple of all gunas, Thou art Endless and without Beginning and 
preserver of Truth and Protector of Sanathana Dharma. 
Without an equal and being ever full of Love for mankind 
Sai, Thou art the Lord of eternal Truth, Knowledge and Bliss. Sai, please grant us Your Mercy",advanced,medium slow,sanskrit / hindi,gowri manohari / patdeep
Sai Ram Ghanashyaam Bhagawaan Thumhara Naam ,Krishna,"Sai Baba, like Rama and Krishna, your name is God. Without
you there is no one to protect us, sustain us in distress and no one to love us. You are my soul Baba.",intermediate,medium slow,sanskrit / hindi,~ yaman kalyan
Sai Ram Sai Ram ,Krishna,"Chant 'Sai Ram'. Let us sing glory of Lord Sai Ram day and night,
every minute and every second. Some pray Thee as Lord of Janaki- 
Lord Rama; some as Lord of Radha - Lord Shyaama; but for us, Thou art Lord Sai Baba.",simple,medium fast,sanskrit / hindi,natabhairavi
Sai Ram Sai Ram ,Krishna,"Chant 'Sai Ram'. Let us sing glory of Lord Sai Ram day and night,
every minute and every second. Some pray Thee as Lord of Janaki- 
Lord Rama; some as Lord of Radha - Lord Shyaama; but for us, Thou art Lord Sai Baba.",advanced,slow,sanskrit / hindi,"pantuvarali / puriya dhanashri, hamsanandi / sohini"
Sai Ram Sai Ram ,Krishna,"Chant 'Sai Ram'. Let us sing glory of Lord Sai Ram day and night,
every minute and every second. Some pray Thee as Lord of Janaki- 
Lord Rama; some as Lord of Radha - Lord Shyaama; but for us, Thou art Lord Sai Baba.",simple,medium fast,sanskrit / hindi,natabhairavi
Sai Ram Sai Ram ,Krishna,"Victory to Sathya Sai, uplifter, saviour, husband of Seetha, all
names are yours, Lord give all a clear mind and discrimination.",simple,medium fast,sanskrit / hindi,natabhairavi
Sai Ram Sai Ram ,Krishna,"Victory to Sathya Sai, uplifter, saviour, husband of Seetha, all
names are yours, Lord give all a clear mind and discrimination.",advanced,slow,sanskrit / hindi,"pantuvarali / puriya dhanashri, hamsanandi / sohini"
Sai Ram Sai Ram ,Krishna,"Victory to Sathya Sai, uplifter, saviour, husband of Seetha, all
names are yours, Lord give all a clear mind and discrimination.",simple,medium fast,sanskrit / hindi,natabhairavi
Sai Ram Sai Ram Sai Rama Bhajo ,Krishna,"Sing the glory of Sai who is Rama, Lord of Seetha, Lord Baba and Lord of Radha (Krishna",intermediate,medium,sanskrit / hindi,natabhairavi
Sai Ram Sai Ram Sai Rama Bhajo ,Krishna,"Sing the glory of Sai who is Rama, Lord of Seetha, Lord Baba and Lord of Radha (Krishna",intermediate,medium,sanskrit / hindi,natabhairavi
Sai Ram Sai Ram Sai Rama Bhajo ,Krishna,"Sing the glory of Sai who is Rama, Lord of Seetha, Lord Baba and Lord of Radha (Krishna",,,sanskrit / hindi,shankarabharanam / bilawal
Sai Ram Sai Ram Sai Rama Bhajo ,Krishna,"Sing the glory of Sai who is Rama, Lord of Seetha, Lord Baba and Lord of Radha (Krishna",intermediate,medium,sanskrit / hindi,natabhairavi
Sai Rama Harey Sai Krishna Harey ,Krishna,"Chant the name of Lord Sai Rama, who removes miseries and sins.
Worship Lotus-Eyed Lord Rama, Sai Krishna and Lord of Parthi.",advanced,medium slow,sanskrit / hindi,abheri / bhimpalas
Sai Rama Hey Ghanashyaama ,Krishna,"Chant the names of Lord: Sai Ram, Ghanashyaama, Atma Rama, Hari, Paramatma.
O Lord Sai Ram! O indweller of heart! Thou art full of mercy and compassion; 
treasure of bliss and virtues; protector of devotees and uplifter of 
miserable and dejected. O supreme Lord Sathya Sai, I surrender to Thee",,,sanskrit / hindi,gowri manohari / patdeep
Sai Rama Hey Ghanashyaama ,Krishna,"Chant the names of Lord: Sai Ram, Ghanashyaama, Atma Rama, Hari, Paramatma.
O Lord Sai Ram! O indweller of heart! Thou art full of mercy and compassion; 
treasure of bliss and virtues; protector of devotees and uplifter of 
miserable and dejected. O supreme Lord Sathya Sai, I surrender to Thee",advanced,medium slow,sanskrit / hindi,mishra shekara chandrika / gujari todi
Sai Shankar Bhole Shankar ,Krishna,"O Lord Sai Shankar. Thou art extremely compassionate and forgiving.
Chant the name of Sathya Narayana, Sai Shankar. Various 
instruments like 'Damaru, Mrudangam, and Vina' are all the time chanting, ""Narayana, Narayana, Narayana"".",,,sanskrit / hindi,~ miyan ki malhar
Sai Shankara ,Krishna,"Hey Lord Sai Shankar, You are my very life breath. Please grant me
peace and liberation. Please teach me, Lord, Love and Devotion. 
Oh Lord of Shirdi and Parthi, You are my very life breath",intermediate,medium slow,sanskrit / hindi,hamir kalyani / kedar
Sai Sundara Sundara ,Krishna,"Worship beautiful Lord Sai, who is Form of Lord Harihar, whose
dress is tiger skin. O Embodiment of Bliss and Virtues, O Beautiful 
dancer, Thou art supremely enchantin in Three Worlds.",advanced,slow,sanskrit / hindi,pantuvarali / puriya dhanashri
Sanaathana Saarathe Sayeesha ,Krishna,"Lord Sai, You are the timeless charioteer. You are the repository
of all virtues. You are worshipped by all the Rishis and You look 
after all the holy people. You are the One on whom all the people 
take shelter. Hey, noble perceptor, You are 'existence-knowledge-bliss'. 
I prostrate and take refuge in You, my Divine Perceptor, Oh Sai Ram",intermediate,medium slow,sanskrit / hindi,vakulabharanam / basant mukhari
Sanaathana Saarathe Sayeesha ,Krishna,"Lord Sai, You are the timeless charioteer. You are the repository
of all virtues. You are worshipped by all the Rishis and You look 
after all the holy people. You are the One on whom all the people 
take shelter. Hey, noble perceptor, You are 'existence-knowledge-bliss'. 
I prostrate and take refuge in You, my Divine Perceptor, Oh Sai Ram",intermediate,medium slow,sanskrit / hindi,vakulabharanam / basant mukhari
Sankata Harana Shree Sai Ramana ,Krishna,"O Sai Ram, the remover of our difficulties, we bow at Your Lotus Feet.
O Saviour of Mother Vedas! Thou art the remover of dangers. Again and again, I bow to Lord Laxmi, Lord Narayana Sai.",intermediate,medium slow,sanskrit / hindi,sama
Sarva Dharma Priya Deva ,Krishna,"O Lord Sai, Thou art loving Lord of all faiths. Thou art
worshipped as Allah, Christ, Buddha, Nanak, Zorastra, Mahavir, 
Rama and Krishna. Thy Cosmic Form engulfs the entire Universe.",intermediate,medium fast,sanskrit / hindi,mohanam / bhoop
Sarva Dharma Priya Deva ,Krishna,"O Lord Sai, Thou art loving Lord of all faiths. Thou art
worshipped as Allah, Christ, Buddha, Nanak, Zorastra, Mahavir, 
Rama and Krishna. Thy Cosmic Form engulfs the entire Universe.",intermediate,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Sarva Dharma Priya Deva ,Krishna,"O Lord Sai, Thou art loving Lord of all faiths. Thou art
worshipped as Allah, Christ, Buddha, Nanak, Zorastra, Mahavir, 
Rama and Krishna. Thy Cosmic Form engulfs the entire Universe.",,,sanskrit / hindi,bihag
Sarva Dharma Priya Deva ,Krishna,"O Lord Sai, Thou art loving Lord of all faiths. Thou art
worshipped as Allah, Christ, Buddha, Nanak, Zorastra, Mahavir, 
Rama and Krishna. Thy Cosmic Form engulfs the entire Universe.",intermediate,medium fast,sanskrit / hindi,mohanam / bhoop
Sarva Dharma Priya Deva ,Krishna,"O Lord Sai, Thou art loving Lord of all faiths. Thou art
worshipped as Allah, Christ, Buddha, Nanak, Zorastra, Mahavir, 
Rama and Krishna. Thy Cosmic Form engulfs the entire Universe.",intermediate,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Sarva Dharma Priya Deva ,Krishna,"O Lord Sai, Thou art loving Lord of all faiths. Thou art
worshipped as Allah, Christ, Buddha, Nanak, Zorastra, Mahavir, 
Rama and Krishna. Thy Cosmic Form engulfs the entire Universe.",,,sanskrit / hindi,bihag
Sarva Naama Swaroopam Sai Baba ,Krishna,"Oh Lord Baba, You are the One appearing with different names; You are the
One illuminating the hearts (of devotees); You are the embodiment of allthe different Gods (faiths); You are the embodiment 
of Universal righteousness; You are the embodiment of Universal bliss; 
Oh Baba, You are Shiva, Allah, Zoraster, Guru Nanak, Buddha, Jesus and Mahaveer",advanced,slow,sanskrit / hindi,"tilang, harikamboji"
Sathya Dharma Shanti Prema Swaroopa Prashanthi Nilaya Deva ,Krishna,"Hey Divine Lord of Puttaparthi, You are the embodiment of
Truth, Righteousness, Peace and Love. You are Rama, Krishna; You 
are the personification of the power of Shiva. You protect 
the meek and the humble. You are the Poornavathara (Incarnation) 
residing at Prashanti Nilayam. Oh Divine Sai, You are Allah, the compassionate One",intermediate,medium fast,sanskrit / hindi,~ darbari
Sathya Dharma Shanti Prema Swaroopa Prashanthi Nilaya Deva ,Krishna,"Hey Divine Lord of Puttaparthi, You are the embodiment of
Truth, Righteousness, Peace and Love. You are Rama, Krishna; You 
are the personification of the power of Shiva. You protect 
the meek and the humble. You are the Poornavathara (Incarnation) 
residing at Prashanti Nilayam. Oh Divine Sai, You are Allah, the compassionate One",intermediate,medium fast,sanskrit / hindi,~ darbari
Sathya Narayana Govinda Madhava Sai Narayana Govinda Keshava ,Krishna,"Sai is Krishna come again, Laxmi's Lord, the one with the
beautiful hair. Hail to Thee Lord Vishnu, who incarnates as Rama and Krishna and now as Sathya Sai.",simple,medium fast,sanskrit / hindi,~ harikamboji
Sathyam Jnanam Anantham Brahma ,Krishna,True knowing boundless God,simple,medium fast,sanskrit / hindi,mohanam / bhoop
Sayeesha Sharanam Sharanam Sayeesha ,Krishna,"O Lord Sai, I surrender to Thee. Thou art the embodiment of Lord
Shiva, who loves cosmic dance (Tandava Rudra). Ocean of 
compassion- Lord Rama; Singer of melodious devotional songs - Lord 
Madhava; Giver of intelligence and knowledge - Lord Ganesha (Shambhava).",intermediate,medium,sanskrit / hindi,pilu
